职位id,所属公司,公司名称
6308,,北京志凌海纳科技有限公司
6309,,福建网龙计算机网络信息技术有限公司
6310,,OPPO广东移动通信有限公司
6311,,北京魔门塔科技有限公司
6312,,北京奕斯伟计算技术股份有限公司
6313,,深圳市玩瞳科技有限公司
6314,,甲骨文（中国）软件系统有限公司
6315,,上海鲛人信息科技有限公司
6316,,合肥来多聚机电设备有限公司
6317,,无锡药明生物技术股份有限公司
6318,,小米科技有限责任公司
6319,,上海极熵数据科技有限公司
6320,,百度在线网络技术（北京）有限公司
6321,,金仕生物科技（常熟）有限公司
6322,,蚂蚁金服（杭州）网络技术有限公司
6323,,上海期货信息技术有限公司
6324,,中科星图股份有限公司
6325,,成都时域半导体有限公司
6326,,国汽（北京）智能网联汽车研究院有限公司
6327,,北京京东尚科信息技术有限公司
6328,,广东鼎立森新材料有限公司
6329,,北京中科昊芯科技有限公司
6330,,西安中科天塔科技股份有限公司
6331,,瀚瀚宝（杭州）信息技术有限公司
6332,,清华大学
6333,,"
哲库
"
6334,,北京黎明视景科技开发有限公司
6335,,上海艾为电子技术股份有限公司
6336,,瀚博半导体（上海）有限公司
6337,,宿迁天道网络科技有限公司
6338,,湖北云谷数字治理研究院有限公司
6339,,延锋汽车智能安全系统有限责任公司
6340,,上海禾约到家网络科技服务有限公司
6341,,武汉开辉时代科技有限公司
6342,,安徽影联云享医疗科技有限公司
6343,,上海蓝色光标品牌顾问有限公司
6344,,上海艾瑞市场咨询股份有限公司
6345,,湖南湘军律师事务所
6346,,西安乐之星广告装饰有限公司
6347,,湖北书铭商贸有限公司
6348,,红山区萌宝可爱可亲母婴用品店
6349,,智修云服（大连）商务科技有限公司
6350,,邹平赫柏婚礼策划工作室
6351,,山西科惠鑫达商贸有限公司
6352,,北京君瑞生通科贸有限公司
6353,,巴彦淖尔市临河区管家婆软件经销店
6354,,企航教育科技（大连）有限公司
6355,,拓樸传媒网络科技（大连）有限公司
6356,,上海华为技术有限公司
6357,,武汉峰舍空间建筑工程有限公司
6358,,上海新闵（郑州）律师事务所
6359,,辽宁盈臻建设工程有限公司
6360,,山西天论律师事务所
6361,,北京凯思昊鹏软件工程技术有限公司
6362,,河南瀛豫律师事务所
6363,,宁波大道当然企业管理咨询有限公司
6364,,"
国坤律师
"
6365,,内蒙古土播薯生态农业有限公司
6366,,南京市六合区国有资产经营（控股）有限公司
6367,,杭州市建筑设计研究院有限公司
6368,,天津市政工程设计研究总院有限公司西安分公司
6369,,广东润融私募证券投资基金管理有限公司
6370,,四川佰城佰村城乡规划设计技术服务有限公司
6371,,北京国华汇金资产管理有限公司
6372,,河北省嘉联实业集团有限公司
6373,,北京水母科技有限公司
6374,,北京启发世纪图书有限责任公司
6375,,北京星际防务科技有限公司
6376,,"
锦天城律师事务所
"
6377,,北京全迹科技有限公司
6378,,新乡市若茜广告策划有限责任公司
6379,,上海众言网络科技有限公司
6380,,南京领域翻译有限公司
6381,,成都科顿时代企业管理咨询有限公司
6382,,绿盟科技集团股份有限公司
6383,,北京富达尔产业发展研究院
6384,,展讯通信（上海）有限公司
6385,,贵州中胜佳装饰工程有限公司
6386,,广州链桐科技投资有限公司
6387,,天津创智睿诚知识产权代理有限公司
6388,,长春金赛药业有限责任公司
6389,,郑州伊飒尔界面设计有限公司
6390,,北京奥友兴业科技发展有限公司
6391,,航天宏图信息技术股份有限公司
6392,,宁波纽华企业管理咨询有限公司
6393,,浙商证券股份有限公司
6394,,上海辅翔文化传播有限公司
6395,,"
陕西瀛久律师事务...
"
6396,,北京鼎天投资管理有限公司
6397,,湖南湘水洞庭资本管理中心（有限合伙）
6398,,中国科学院深圳先进技术研究院
6399,,仁合益康集团有限公司
6400,,"
英济律师事务所
"
6401,,湖南远卓管理顾问有限公司
6402,,浙江伟星文化发展有限公司
6403,,北京觉心健康科技有限公司
6404,,"
世界资源研究所
"
6405,,陕西巨世康济生物科技有限公司
6406,,人民健康网络有限公司
6407,,广东聚顶朝元信息科技有限公司
6408,,北京安芙兰创业投资有限公司
6409,,中碳科技（湖北）有限公司
6410,,"
蜜獾律所
"
6411,,即能咨询（深圳）有限公司
6412,,华为技术有限公司
6413,,江苏金海创科技有限公司
6414,,阿里巴巴（中国）有限公司
6415,,芯源集成电路（北京）有限公司
6416,,上海新微半导体有限公司
6417,,珠海张工教育咨询有限公司
6418,,北京奕斯伟计算技术股份有限公司
6419,,"
哲库
"
6420,,联通智网科技股份有限公司
6421,,瀚博半导体（上海）有限公司
6422,,超威半导体（上海）有限公司
6423,,新乡市若茜广告策划有限责任公司
6424,,南京领域翻译有限公司
6425,,北京星际防务科技有限公司
6426,,中国科学院计算技术研究所
6427,,中国科学院深圳先进技术研究院
6428,,北京水母科技有限公司
6429,,百度在线网络技术（北京）有限公司
6430,,中碳科技（湖北）有限公司
6431,,"
蜜獾律所
"
6432,,华为技术有限公司
6433,,江苏金海创科技有限公司
6434,,珠海张工教育咨询有限公司
6435,,上海新微半导体有限公司
6436,,"
哲库
"
6437,,瀚博半导体（上海）有限公司
6438,,超威半导体（上海）有限公司
6439,,华为技术有限公司
6440,,江苏金海创科技有限公司
6441,,上海新微半导体有限公司
6442,,"
哲库
"
6443,,瀚博半导体（上海）有限公司
6444,,华为技术有限公司
6445,,上海新微半导体有限公司
6446,,"
哲库
"
6447,,"
哲库
"
6448,,安徽天达网络科技有限公司
6449,,常州光电技术研究所
6450,,中汽研扬州汽车工程研究院有限公司
6451,,上海直掌智能科技有限公司
6452,,坤泰云通科技（北京）有限公司
6453,,中铝智能科技发展有限公司
6454,,太原市华众博创文化传媒工作室
6455,,山东中恒景新碳纤维科技发展有限公司
6456,,天津英捷利汽车技术有限责任公司
6457,,西安中科微精光子科技股份有限公司
6458,,河南协同网络科技有限公司
6459,,武汉地震科学仪器研究院有限公司
6460,,青岛喜乐信息科技有限公司
6461,,中科天际科技股份有限公司
6462,,无锡新辰航国际贸易有限公司
6463,,杭州量泓科技有限公司
6464,,北京戴纳实验科技有限公司
6465,,天津市盈瑞恒软件有限公司
6466,,中电科思仪科技股份有限公司
6467,,大连美恒电气有限公司
6468,,"
禄研科技
"
6469,,西安森瑟测控技术有限公司
6470,,重庆凯奥科技发展有限公司
6471,,广州市泰谷汽车电子有限公司
6472,,宁波智造数字科技有限公司
6473,,浙江毕刻科技有限公司
6474,,越泰动力科技常州有限公司
6475,,北京科环世纪电磁兼容技术有限责任公司
6476,,河北惠仁医疗设备科技有限公司
6477,,云南航天神州汽车有限公司
6478,,大连连城数控机器股份有限公司
6479,,通号粤港澳（广州）交通科技有限公司
6480,,苏州博沃创新能源科技有限公司
6481,,哲库科技（北京）有限公司
6482,,蜂巢传动科技河北有限公司
6483,,湖南坤雷科技有限公司
6484,,原生量化（西安）科技有限公司
6485,,精进电动科技（菏泽）有限公司
6486,,北京亿信华辰软件有限责任公司
6487,,紫宏（陕西）智能装备系统有限公司
6488,,法奥意威（苏州）机器人系统有限公司
6489,,西安闻翔电子科技有限公司
6490,,深圳市六维科技有限公司
6491,,山东塔罗斯智能装备有限公司
6492,,山东华辰连科通信网络有限公司
6493,,山东万里红信息技术有限公司
6494,,西安虎鲨无人船有限公司
6495,,中山掌芯科技有限公司
6496,,耐力股份有限公司
6497,,曼森伯格（深圳）科技发展有限公司
6498,,北京佳明航电科技有限公司
6499,,安徽创谱仪器科技有限公司
6500,,陕西华燕航空仪表有限公司
6501,,青岛德能创新科技有限公司
6502,,常州易控汽车电子股份有限公司
6503,,捷飞科芯（上海）计算技术有限公司
6504,,武汉华工激光工程有限责任公司
6505,,常州星宇车灯股份有限公司
6506,,江苏云睿汽车电器系统有限公司
6507,,上海百琪迈科技（集团）有限公司
6508,,北京经纬恒润科技股份有限公司
6509,,武汉锐科光纤激光技术股份有限公司
6510,,上海学多多教育科技有限公司
6511,,南京瑞日光电仪器有限公司
6512,,长沙神弓信息科技有限公司
6513,,正元地理信息集团股份有限公司
6514,,中国科学院城市环境研究所
6515,,金龙联合汽车工业（苏州）有限公司
6516,,北京鼎佳达知识产权代理事务所（普通合伙）
6517,,苏州索亚机器人技术有限公司
6518,,东莞市海轮电子科技有限公司
6519,,安徽中科晶格技术有限公司
6520,,清华大学
6521,,北京四象爱数科技有限公司
6522,,山东业达欧力普城市科技有限公司
6523,,天津天电清源科技有限公司
6524,,河北德旭焊管设备制造有限公司
6525,,辽宁聚进科技有限公司
6526,,西安航玮航空电磁科技有限公司
6527,,卧龙电气驱动集团股份有限公司
6528,,罗斯德尔汽车工程技术（北京）有限公司合肥分公司
6529,,元计算（天津）科技发展有限公司
6530,,云智慧（北京）科技有限公司
6531,,青岛征信服务有限公司
6532,,未势能源科技有限公司保定分公司
6533,,沈阳华星信息技术有限公司
6534,,北京航空航天大学
6535,,杭州合杏信息技术有限公司
6536,,上海奉天电子股份有限公司
6537,,宜兴市阳羡之星旅馆有限公司
6538,,苏州艾科瑞思智能装备股份有限公司苏州分公司
6539,,北京捷文科技股份有限公司
6540,,上海图启建筑科技股份有限公司
6541,,中科云谷科技有限公司
6542,,青岛中海潮科技有限公司
6543,,合肥国为电子有限公司
6544,,长春长光睿视光电技术有限责任公司
6545,,深圳市易星标技术有限公司
6546,,北京泰福特电子科技有限公司
6547,,苏州迈为科技股份有限公司
6548,,中科数字经济研究院
6549,,北京海科智机器人科技有限公司
6550,,哈尔滨新光光电科技股份有限公司
6551,,锐捷网络股份有限公司
6552,,济南堃汀仪器设备有限公司
6553,,山东华天电气有限公司
6554,,天津锐微科技有限公司
6555,,西安彼睿电子科技有限公司
6556,,南京埃立特自动化技术有限公司
6557,,农芯科技（北京）有限责任公司
6558,,江苏米特物联网科技有限公司
6559,,西安西驰电气股份有限公司
6560,,石家庄通合电子科技股份有限公司
6561,,淄博高新技术产业开发区MEMS研究院
6562,,北京京仪仪器仪表研究总院有限公司
6563,,常州巴乌克智能科技有限公司
6564,,浙江飞航智能科技有限公司
6565,,广州尚医网信息技术有限公司
6566,,青鸟消防股份有限公司
6567,,开封时代新能源科技有限公司
6568,,陕西拓普索尔电子科技有限责任公司
6569,,沈阳中科博微科技股份有限公司
6570,,郑州众智科技股份有限公司
6571,,广州建研数力建筑科技有限公司北京分公司
6572,,成都卫士通信息产业股份有限公司
6573,,北京迪文科技有限公司
6574,,南京学思信息技术有限责任公司
6575,,"
中科院信工所
"
6576,,森思泰克河北科技有限公司
6577,,吴江市金澜机械制造有限公司
6578,,浙江正泰中自控制工程有限公司
6579,,北京品驰健康科技有限公司
6580,,缔金团（天津）科技有限公司
6581,,北京中科力盛科技有限公司
6582,,北京永乐华航精密仪器仪表有限公司
6583,,深圳市国电科技通信有限公司
6584,,山东恒鲁生物科技有限公司
6585,,上海楷登电子科技有限公司
6586,,湖南万为智能机器人技术有限公司
6587,,中核控制系统工程有限公司
6588,,青岛品源信息技术有限公司
6589,,昆仑数智科技有限责任公司
6590,,天津市航天安通电子科技有限公司
6591,,辽宁奉和信息科技有限公司
6592,,重庆泛锐科技有限公司
6593,,湖南诺威测控技术有限公司
6594,,阿米检测技术有限公司
6595,,安徽省优质采科技发展有限责任公司
6596,,威胜集团有限公司
6597,,广州天赐高新材料股份有限公司
6598,,云南允探数字科技有限公司
6599,,吉林省格润物联科技有限公司
6600,,杭州百慧医疗设备有限公司
6601,,长荣科技集团有限公司
6602,,益模（重庆）智能制造研究院有限公司
6603,,重庆市汇人健康管理有限责任公司
6604,,上海卓易科技股份有限公司
6605,,四川省智慧交通科技有限责任公司
6606,,江苏云仟佰数字科技有限公司
6607,,中核核信信息技术（北京）有限公司
6608,,上海嘉洪信息技术有限公司
6609,,意昂神州（北京）科技有限公司
6610,,佛山中科灿光微电子设备有限公司
6611,,北京集英智在科技有限公司
6612,,江西省交通科学研究院有限公司
6613,,杭州万观科技有限公司
6614,,北京筑信达工程咨询有限公司
6615,,北京华宁世纪科技有限公司辽宁分公司
6616,,博世力士乐（西安）电子传动与控制有限公司
6617,,沈阳国科光明医疗科技有限公司
6618,,乐普（北京）医疗器械股份有限公司
6619,,宁波均胜新能源研究院有限公司
6620,,天津新天正信息技术有限责任公司
6621,,包头北奔重汽桥箱有限公司
6622,,上海交通大学
6623,,上海益麦电磁技术有限公司
6624,,烟台国工智能科技有限公司
6625,,深圳市地质环境研究院有限公司
6626,,无锡微视传感科技有限公司
6627,,吉林省帕迪克精密仪器有限公司
6628,,四川兰冠能源科技有限公司
6629,,江苏集萃药康生物科技股份有限公司
6630,,北京星网卫通科技开发有限公司
6631,,苏州三个臭皮匠生物科技有限公司
6632,,深圳市地质环境研究院有限公司
6633,,中交安科（南京）技术有限公司
6634,,北京中矿大地地球探测工程技术有限公司
6635,,摩方快仓（上海）声学技术有限公司
6636,,昆明东电科技有限公司
6637,,河南智河工程技术有限公司
6638,,武汉半湾信息科技有限公司
6639,,"
北辰循环
"
6640,,迪飞医学科技（南京）有限公司
6641,,北京盖特爱达科技有限公司
6642,,长春市布拉泽医疗科技有限公司
6643,,翠展微电子（上海）有限公司
6644,,北京维拓时代建筑设计股份有限公司
6645,,宁夏百川新材料有限公司
6646,,台州芯韵科技有限公司
6647,,楚天飞云制药装备（长沙）有限公司
6648,,杭州雁行信息科技有限公司
6649,,湖南省金为新材料科技有限公司
6650,,武汉虹拓新技术有限责任公司
6651,,恒业世纪安全技术有限公司
6652,,伯朗特机器人股份有限公司
6653,,北京诺克斯达石油科技有限公司
6654,,北京百迈客生物科技有限公司
6655,,北方联创通信有限公司
6656,,天津久荣工业技术有限公司
6657,,中山市美速光电技术有限公司
6658,,武汉百易汇能生物科技有限公司
6659,,山东威高血液净化制品股份有限公司
6660,,中科计算技术创新研究院
6661,,阿贝光学技术（福建）有限公司
6662,,杭州万维镜像科技有限公司
6663,,北京智芯仿真科技有限公司
6664,,河南东微电子材料有限公司
6665,,深圳市威标检测技术有限公司
6666,,哈尔滨思哲睿智能医疗设备股份有限公司
6667,,山东奥新医疗科技有限公司
6668,,广东凯洛欣节能设备有限公司
6669,,江苏中梵环境科技有限公司
6670,,北京昊业怡生科技有限公司
6671,,索为技术股份有限公司
6672,,北京雅迪力特航空新材料股份公司
6673,,成都天巡微小卫星科技有限责任公司
6674,,浙江省长兴天能电源有限公司
6675,,江苏中海华核环保有限公司
6676,,清义（山西）新材料科技有限公司
6677,,北京北方华创微电子装备有限公司
6678,,医谷（滁州）航空医疗研究院有限公司
6679,,浙江凯乐士科技集团股份有限公司
6680,,百林科医药科技（上海）有限公司
6681,,广东海启星海洋科技有限公司
6682,,成都英普博集生物科技有限公司
6683,,重庆轻足迹电子有限公司
6684,,湖北海震科创技术有限公司
6685,,四川睿跃土木工程咨询有限公司
6686,,国家林业和草原局林草调查规划院
6687,,贵州勘设生态环境科技有限公司
6688,,贵州航天电子科技有限公司
6689,,天津艾睿信佳科技发展有限公司
6690,,湖北新火炬科技有限公司
6691,,汉威科技集团股份有限公司
6692,,杭州环研科技有限公司
6693,,南京中钞长城金融设备有限公司
6694,,武汉德智自动化科技有限公司
6695,,浙江万里扬股份有限公司
6696,,广州山霖生态科技有限公司
6697,,沈阳乐节科技有限公司
6698,,业聚医疗器械（深圳）有限公司
6699,,上海骐杰碳素材料有限公司
6700,,武汉中能华源设计咨询有限公司
6701,,山东东润仪表科技股份有限公司
6702,,天通银厦新材料有限公司
6703,,广东博迈医疗科技股份有限公司
6704,,广州天科生物科技有限公司
6705,,广州五所环境仪器有限公司
6706,,厦门斯坦道科学仪器股份有限公司
6707,,北京同益中新材料科技股份有限公司
6708,,保光（天津）汽车零部件有限公司
6709,,烟台杰瑞石油服务集团股份有限公司
6710,,合肥启灏医疗科技有限公司
6711,,碳管家智能云平台有限公司
6712,,武汉龙之燚设计研究有限公司
6713,,南京东新慧科信息技术有限公司
6714,,青岛森麒麟轮胎股份有限公司
6715,,江苏深瑞光学技术有限公司
6716,,苏州苏映视图像软件科技有限公司
6717,,四川速宝网络科技有限公司
6718,,济南磐升生物技术有限公司
6719,,华为软件技术有限公司
6720,,上海思尔芯技术股份有限公司
6721,,睿励科学仪器（上海）有限公司
6722,,北京纳通科技集团有限公司
6723,,科华数据股份有限公司
6724,,深圳研控自动化科技股份有限公司
6725,,北京数巅科技有限公司成都分公司
6726,,上海沈德无创时代医疗科技有限公司
6727,,中电科风华信息装备股份有限公司
6728,,北京国泰蓝盾科技有限公司
6729,,浙江艾罗网络能源技术股份有限公司
6730,,凌云光技术股份有限公司
6731,,上光通信技术（上海）有限公司
6732,,驭势（上海）汽车科技有限公司
6733,,中科芯集成电路有限公司
6734,,宁波泽为科技有限公司
6735,,夯实科技（广州）有限公司
6736,,精锐视觉智能科技（上海）有限公司
6737,,井松机器人（杭州）有限公司
6738,,上海蔚来汽车有限公司
6739,,天津恒宇医疗科技有限公司
6740,,合肥安迅精密技术有限公司
6741,,博流智能科技（南京）有限公司
6742,,北京嘀嘀无限科技发展有限公司
6743,,武汉之道在线教育科技有限公司
6744,,北京京东世纪贸易有限公司
6745,,豪尔赛科技集团股份有限公司
6746,,上海秉拓智能科技有限公司
6747,,阿里巴巴达摩院（杭州）科技有限公司
6748,,上海优集工业软件有限公司
6749,,深圳泊松软件技术有限公司
6750,,合肥行健智能机器人有限公司
6751,,上海奕瑞光电子科技股份有限公司
6752,,北京麦麦趣耕科技有限公司
6753,,高知特智能技术（上海）有限公司
6754,,广州敏视数码科技有限公司
6755,,苏州汇川技术有限公司
6756,,上海闪策信息科技有限公司
6757,,广东三鼎智能装备有限公司
6758,,深圳鸿芯微纳技术有限公司
6759,,成都时识科技有限公司
6760,,艾索信息股份有限公司
6761,,南京泉峰科技有限公司
6762,,南京曜石软件技术有限公司
6763,,智驭医疗科技（广州）有限公司
6764,,深圳十沣科技有限公司
6765,,西安荣耀终端有限公司
6766,,逸超科技（北京）有限公司
6767,,阳光电源股份有限公司
6768,,广州宸境科技有限公司
6769,,成都今是科技有限公司
6770,,北京云智软通信息技术有限公司
6771,,上海新基讯通信技术有限公司
6772,,"
科威泰科技股份有...
"
6773,,深圳市汇川技术股份有限公司
6774,,湖南北云科技有限公司
6775,,比亚迪汽车工业有限公司
6776,,龙芯中科技术股份有限公司
6777,,上海云骥智行智能科技有限公司
6778,,磅客策（上海）智能医疗科技有限公司
6779,,上海矽湃微电子有限公司
6780,,深圳市英威腾电气股份有限公司
6781,,北京小米移动软件有限公司
6782,,宁波欧熠乐科技有限公司
6783,,"
素问九州
"
6784,,广东惠威电声科技有限公司
6785,,深圳市名竹科技有限公司
6786,,中信银行股份有限公司
6787,,深圳市芯璨科技有限公司
6788,,上海元视芯智能科技有限公司
6789,,曼迪（北京）软件科技有限公司
6790,,华睿泰科技（北京）有限公司
6791,,上海捷晋企业管理咨询有限公司
6792,,青岛青禾方略管理咨询有限公司
6793,,北京华卓精科科技股份有限公司
6794,,上海鑫国动力科技有限公司
6795,,国光电器股份有限公司
6796,,成都新易盛通信技术股份有限公司
6797,,以诺康医疗科技（苏州）有限公司
6798,,深圳市雷赛智能控制股份有限公司
6799,,天地（常州）自动化股份有限公司
6800,,西安中科光电精密工程有限公司
6801,,珠海英搏尔电气股份有限公司
6802,,泰克索尔技术（深圳）有限公司
6803,,高视科技（苏州）有限公司
6804,,安徽中科光电色选机械有限公司
6805,,众瑞充（江苏）新能源科技有限公司
6806,,苏州希盟科技股份有限公司
6807,,苏州铂电智能装备有限公司
6808,,北京中科宇航技术有限公司
6809,,深圳市德兰明海科技有限公司
6810,,港航科（深圳）空间技术有限公司
6811,,北京辐全智能科技股份有限公司
6812,,江苏征途电气科技有限公司
6813,,合肥中科采象科技有限公司
6814,,成都中科微信息技术研究院有限公司
6815,,杭州蔚斯博系统科技有限公司
6816,,宸芯科技股份有限公司
6817,,四川恒湾科技有限公司
6818,,深圳市首航新能源股份有限公司
6819,,湖北久之洋信息科技有限公司
6820,,锐捷网络股份有限公司
6821,,瞬曜电子科技（上海）有限公司
6822,,金竟（广州）科技有限责任公司
6823,,秋懿（北京）传媒科技有限公司
6824,,深圳北芯生命科技股份有限公司
6825,,深圳市神武传感器有限公司
6826,,浙江电驱动创新中心有限公司
6827,,上海英恒电子有限公司
6828,,上海剑平动平衡机制造有限公司
6829,,上海零一汽车科技有限公司
6830,,展讯通信（上海）有限公司
6831,,芯和半导体科技（上海）股份有限公司
6832,,深圳国微芯科技有限公司
6833,,微创投资控股有限公司
6834,,南京瑞德医疗科技有限公司
6835,,上海镌极特种设备有限公司
6836,,博世（中国）投资有限公司
6837,,中仿智能科技（上海）股份有限公司
6838,,中软国际科技服务有限公司
6839,,英乐飞半导体（广州）有限公司
6840,,探步科技（上海）有限公司
6841,,常州联力自动化科技有限公司
6842,,北京航天遥感国际科技发展有限公司
6843,,遨博（江苏）机器人有限公司
6844,,上海优爱宝智能机器人科技股份有限公司
6845,,深圳市睿达科技有限公司
6846,,深圳市佳美智创科技有限公司
6847,,上海华大九天信息科技有限公司
6848,,"
季华实验室
"
6849,,成都中嘉微视科技有限公司
6850,,苏州博理新材料科技有限公司
6851,,武汉启辰瑞联技术有限公司
6852,,东南数字经济发展研究院
6853,,北京润科通用技术有限公司
6854,,新奥新智科技有限公司
6855,,比亚迪汽车有限公司
6856,,纵目科技（上海）股份有限公司
6857,,上海诺生医疗科技有限公司
6858,,安霸半导体技术（上海）有限公司
6859,,亿维特（南京）航空科技有限公司
6860,,苏州博古特智造有限公司
6861,,武汉芯必达微电子有限公司
6862,,万有引力（宁波）电子科技有限公司
6863,,深圳市朗石科学仪器有限公司
6864,,北京世冠金洋科技发展有限公司
6865,,哈尔滨新光光电科技股份有限公司北京分公司
6866,,广东天太机器人有限公司
6867,,万帮数字能源股份有限公司
6868,,北京迪路科技有限公司
6869,,上海儒竞智控技术有限公司
6870,,西安星辰电气有限公司
6871,,北京踏歌智行科技有限公司
6872,,光宝通信（广州）有限公司南京分公司
6873,,上海拓璞数控科技股份有限公司
6874,,重庆希微科技有限公司
6875,,上海巨人能源科技有限公司
6876,,北京耐特威光电系统科技有限公司
6877,,华芯程（杭州）科技有限公司
6878,,上海星思半导体有限责任公司
6879,,四川省莱沃云创科技有限公司
6880,,杭州长川科技股份有限公司
6881,,三星半导体（中国）研究开发有限公司
6882,,上海映驰科技有限公司
6883,,北京深维科技有限公司
6884,,福瑞泰克智能系统有限公司上海分公司
6885,,青岛东软载波科技股份有限公司
6886,,北京赛智创业科技有限公司
6887,,杭州广立微电子股份有限公司
6888,,北京智芯微电子科技有限公司
6889,,出门问问信息科技有限公司
6890,,小米科技有限责任公司
6891,,狮骏科技（深圳）有限公司
6892,,百度时代网络技术（北京）有限公司
6893,,北京思灵机器人科技有限责任公司
6894,,北京兆维智能装备有限公司
6895,,上海鸿晔电子科技股份有限公司
6896,,常州星宇车灯股份有限公司
6897,,蓝帆医疗股份有限公司
6898,,武汉微泰电子有限公司
6899,,上海线维传动科技有限公司
6900,,江苏集萃智能制造技术研究所有限公司
6901,,普天东方通信集团有限公司北京分公司
6902,,"
鹏城实验室
"
6903,,深圳市瑞沃德生命科技有限公司
6904,,重庆长安汽车软件科技有限公司
6905,,广州小鹏汽车科技有限公司
6906,,北京罗博施通信技术有限公司
6907,,陕西奇路穿越机器人有限公司
6908,,思佰川技术（惠州）有限公司
6909,,西安庆安航空电子有限公司
6910,,北京罗克维尔斯科技有限公司
6911,,翔升（上海）电子技术有限公司
6912,,南京后摩智能科技有限公司
6913,,长沙景嘉微电子股份有限公司
6914,,江苏芯云电子科技有限公司
6915,,比昂恒创（上海）科技有限公司
6916,,深圳绿野微萌信息科技有限公司
6917,,四川九洲电器集团有限责任公司
6918,,上海华为技术有限公司
6919,,瞬曜电子科技（上海）有限公司
6920,,北京超星未来科技有限公司
6921,,北京心联光电科技有限公司
6922,,通维数码科技（上海）有限公司
6923,,中软国际科技服务有限公司
6924,,中山大洋电机股份有限公司
6925,,深圳市汇川技术股份有限公司
6926,,深圳市佳美智创科技有限公司
6927,,爱芯元智半导体（上海）有限公司
6928,,万有引力（宁波）电子科技有限公司
6929,,芯华章科技股份有限公司
6930,,中科慧远智能装备（广东）有限公司
6931,,奇智（青岛）智能科技有限公司
6932,,北京智联安科技有限公司
6933,,北京四方视语科技有限公司
6934,,上海映驰科技有限公司
6935,,百度时代网络技术（北京）有限公司
6936,,上海线维传动科技有限公司
6937,,合肥复睿微电子有限公司
6938,,苏州苏映视图像软件科技有限公司
6939,,惠州比亚迪电子有限公司
6940,,深圳绿野微萌信息科技有限公司
6941,,小米通讯技术有限公司
6942,,浪潮通信技术有限公司
6943,,上海楷登电子科技有限公司
6944,,上海燧原科技有限公司
6945,,华为终端有限公司
6946,,北京京东世纪贸易有限公司
6947,,希德姆（北京）汽车科技有限公司
6948,,深圳汉阳科技有限公司
6949,,中汽创智科技有限公司
6950,,北京为准智能科技有限公司
6951,,福建中科光芯光电科技有限公司
6952,,武汉数字化设计与制造创新中心有限公司
6953,,杭州优亿医疗器械有限公司
6954,,思科系统（中国）研发有限公司
6955,,特斯拉汽车（北京）有限公司
6956,,探步科技（上海）有限公司
6957,,北京百度网讯科技有限公司
6958,,华为云计算技术有限公司
6959,,辉羲智能科技（上海）有限公司
6960,,苏州挚途科技有限公司
6961,,上海欣盒汽车科技有限公司
6962,,北京集睿致远科技有限公司
6963,,北京张量无限科技有限公司
6964,,博世汽车部件（苏州）有限公司
6965,,上海砺群科技有限公司
6966,,北京天玛智控科技股份有限公司
6967,,深圳市腾讯计算机系统有限公司
6968,,佳缘科技股份有限公司
6969,,北京沃凯诺电子技术有限公司
6970,,深圳市中为智能信息技术有限公司
6971,,上海酷芯半导体有限公司
6972,,北京三星通信技术研究有限公司
6973,,上海红西瓜半导体技术有限公司
6974,,广州导远电子科技有限公司
6975,,微软（中国）有限公司
6976,,中科碳元（深圳）生物科技有限公司
6977,,北京泰辉隆创信息科技有限公司
6978,,杭州华为企业通信技术有限公司
6979,,三一重工股份有限公司
6980,,中电金信软件有限公司
6981,,苏州希盟科技股份有限公司
6982,,江苏为是科技有限公司
6983,,淡水泉（北京）投资管理有限公司
6984,,民生科技有限责任公司
6985,,支付宝（杭州）信息技术有限公司
6986,,上海洪湃科技有限公司
6987,,北京快手科技有限公司
6988,,腾讯科技（上海）有限公司
6989,,上海寻梦信息技术有限公司
6990,,北京达佳互联信息技术有限公司
6991,,深圳市纽创信安科技开发有限公司
6992,,维沃移动通信有限公司
6993,,澳特拉斯（北京）科技有限公司
6994,,裕太微电子股份有限公司
6995,,北京敏道云科技有限公司
6996,,深圳市埃芯半导体科技有限公司
6997,,杭州蓝芯科技有限公司
6998,,数坤（北京）网络科技股份有限公司
6999,,京东科技控股股份有限公司
7000,,江苏芯云电子科技有限公司
7001,,北京中科腾越科技发展有限公司
7002,,北京灵汐科技有限公司
7003,,深圳皓影医疗科技有限公司
7004,,弈芯科技（杭州）有限公司
7005,,忆月启函（上海）科技有限公司
7006,,北京敏道云科技有限公司
7007,,华为技术有限公司南京研究所
7008,,北京算能科技有限公司
7009,,天津七一二通信广播股份有限公司
7010,,上海恒保信息科技有限公司
7011,,上海玄宇医疗器械有限公司
7012,,北京京东尚科信息技术有限公司
7013,,北京小米移动软件有限公司
7014,,上海云骥智行智能科技有限公司
7015,,深圳市爱尚有为科技有限公司
7016,,杭州菲数科技有限公司
7017,,上海君争企业管理咨询有限公司
7018,,优利德科技（中国）股份有限公司
7019,,宝时得科技（中国）有限公司
7020,,康泰医学系统（秦皇岛）股份有限公司
7021,,深圳国微芯科技有限公司
7022,,上海瞬驭科技有限公司
7023,,昂坤视觉（北京）科技有限公司
7024,,大数居科技（深圳）有限公司
7025,,上海雷骥电子科技有限公司
7026,,芯行纪科技有限公司
7027,,泰凌微电子（上海）股份有限公司
7028,,中国电子科技南湖研究院
7029,,深圳市国微电子有限公司
